🕘️更新时间,#genre#
2025-11-17 07:29:00,http://106.53.99.30/php/cctv/cctvnews.php?id=cctv1&q=gq

📺央视频道,#genre#
CCTV-1,http://106.53.99.30/php/cctv/cctvnews.php?id=cctv1&q=gq
CCTV-1,http://106.53.99.30/php/cctv/cctvnews.php?id=cctv1&q=cq
CCTV-1,http://111.162.206.238:8686/rtp/225.1.1.120:5002
CCTV-1,http://180.105.201.177:9981/rtp/239.49.8.129:6000
CCTV-1,http://171.113.214.167:4022/rtp/239.254.96.96:8550
CCTV-1,http://121.231.65.77:8095/rtp/239.49.8.129:6000
CCTV-1,http://180.105.201.177:9981/rtp/239.49.8.19:9614
CCTV-1,http://106.116.241.180:9999/rtp/239.254.200.45:8008
CCTV-1,http://111.113.88.198:2000/rtp/239.121.4.113:8636
CCTV-1,http://27.191.202.62:19999/rtp/239.254.200.45:8008
CCTV-2,http://106.53.99.30/php/cctv/cctvnews.php?id=cctv2&q=lg
CCTV-2,http://111.162.206.238:8686/rtp/225.1.1.133:5002
CCTV-2,http://106.53.99.30/php/cctv/cctvnews.php?id=cctv2&q=cq
CCTV-2,http://171.113.214.167:4022/rtp/239.69.1.102:10250
CCTV-2,http://106.53.99.30/php/cctv/cctvnews.php?id=cctv2&q=gq
CCTV-2,http://106.116.241.180:9999/rtp/239.254.200.158:6000
CCTV-2,http://180.105.201.177:9981/rtp/239.49.8.50:9802
CCTV-2,http://180.105.201.177:9981/rtp/239.49.8.130:6000
CCTV-2,http://121.231.65.77:8095/rtp/239.49.8.130:6000
CCTV-2,http://121.231.65.77:8095/rtp/239.49.8.50:9802
CCTV-3,http://111.162.206.238:8686/rtp/225.1.1.158:5002
CCTV-3,http://171.113.214.167:4022/rtp/239.69.1.122:10370
CCTV-3,http://106.116.241.180:9999/rtp/239.254.201.152:7205
CCTV-3,http://114.107.46.2:8188/rtp/238.1.78.170:7232
CCTV-3,http://27.191.202.62:19999/rtp/239.254.201.152:7205
CCTV-3,http://115.171.216.120:4000/rtp/225.1.8.88:8000
CCTV-3,http://14.110.101.71:4022/rtp/235.254.198.53:1488
CCTV-3,http://114.254.38.200:18888/rtp/239.3.1.172:8001
CCTV-3,http://111.113.88.198:2000/rtp/239.121.4.151:8890
CCTV-3,http://36.46.98.75:8025/rtp/239.112.205.221:5140
CCTV-4,http://106.53.99.30/php/cctv/cctvnews.php?id=cctv4k&q=cq
CCTV-4,http://106.53.99.30/php/cctv/cctvnews.php?id=cctv4&q=lg
CCTV-4,http://106.53.99.30/php/cctv/cctvnews.php?id=cctv4&q=cq
CCTV-4,http://111.162.206.238:8686/rtp/225.1.1.150:5002
CCTV-4,http://106.53.99.30/php/cctv/cctvnews.php?id=cctv4&q=gq
CCTV-4,http://222.218.122.93:8188/udp/239.81.0.96:4056
CCTV-4,http://171.113.214.167:4022/rtp/239.69.1.138:10466
CCTV-4,http://171.113.214.167:4022/rtp/239.69.1.231:11028
CCTV-4,http://144.255.32.94:8288/udp/239.21.1.154:5002
CCTV-4,http://171.113.214.167:4022/rtp/239.69.1.232:11034
CCTV-5,http://111.162.206.238:8686/rtp/225.1.1.160:5002
CCTV-5,http://144.255.32.94:8288/udp/239.21.2.46:5002
CCTV-5,http://171.113.214.167:4022/rtp/239.69.1.123:10376
CCTV-5,http://114.100.195.26:4022/rtp/238.1.78.171:7240
CCTV-5,http://114.254.38.200:18888/rtp/239.3.1.173:8001
CCTV-5,http://14.110.101.71:4022/rtp/235.254.198.54:1492
CCTV-5,http://27.191.202.62:19999/rtp/239.254.201.153:7206
CCTV-5,http://115.171.80.57:1688/rtp/225.1.8.89:8000
CCTV-5,http://36.46.98.75:8025/rtp/239.112.205.222:5140
